date,avg_difangle,var_difangle,avgdis,vardis,decardis,movdistr_mean_a,movdistr_var_a,movdistr_mean_b,movdistr_var_b,motionsync_a_1,motionsync_a_2,motionsync_a_3,motionsync_a_4,motion_reaction_a,motion_reaction_b,varpos_a,varpos_b,M_1,M_2,M_3,M_4,M_5,M_6,PP_M_1,PP_M_2,PP_M_3,PP_M_4,PP_M_5,PP_M_6
11342113_F,177.79974599218895,3.1920246220463864,209.43604318818663,84.5904803426894,29.44819630593844,47.60684246419641,38.29642874548869,45.316034359341444,41.93414171185302,3227,1041, 158,  44,9.316490777236453,11.11254907196368,36.94348198000477,283.8888841808202,0,0,4,4,2,2,0,1,5,5,3,2
11342113_M,136.46068074660084,227.22078603962387,139.3188273518736,105.01101196550285,29.44819630593844,45.316034359341444,41.93414171185302,47.60684246419641,38.29642874548869,3508, 747, 183,  32,11.11254907196368,9.316490777236453,283.8888841808202,36.94348198000477,0,1,5,5,3,2,0,0,4,4,2,2
11372103_F,163.62047057066752,19.774888760523577,196.5106196279995,143.75637341969897,6.644167567724594,63.27920041808205,49.86378734944054,41.35050457639052,40.56977952150649,3147,1165, 140,  18,16.254550211861755,9.735097641324959,69.03288131543738,272.0679216503928,0,1,6,3,6,1,0,1,6,5,7,4
11372103_M,99.16431920723927,772.4580958573538,121.08143521243588,346.3393802300279,6.644167567724594,41.35050457639052,40.56977952150649,63.27920041808205,49.86378734944054,3789, 491, 134,  56,9.735097641324959,16.254550211861755,272.0679216503928,69.03288131543738,0,1,6,5,7,4,0,1,6,3,6,1
11372120_F,171.03143609639204,5.173120696633715,203.0164947674774,116.02285232681342,27.55827459695371,32.164704497292206,37.35635399376017,44.71291053227633,39.7334888865038,3761, 463, 157,  89,8.277418545290024,8.488330450815821,104.4381994585118,180.69302168311737,1,1,5,5,2,2,1,1,4,4,2,2
11372120_M,177.27022112332278,7.886986918893628,143.5021679058995,215.8344729736917,27.55827459695371,44.71291053227633,39.7334888865038,32.164704497292206,37.35635399376017,3798, 572,  69,  31,8.488330450815821,8.277418545290024,180.69302168311737,104.4381994585118,1,1,4,4,2,2,1,1,5,5,2,2
11322102_F,175.5941631183991,0.3703284632140827,216.06599625536333,17.325262177324664,0.2656998320707089,27.16577480490524,22.54928948511982,43.97495998170592,36.93179636119354,3152,1063, 219,  36,4.832544572017472,8.815548035042482,6.43236526604086,94.59021081865744,0,0,1,1,1,1,0,0,1,1,1,1
11322102_M,155.04840118635468,11.661327221318645,182.52595586903135,79.93543409641094,0.2656998320707089,43.97495998170592,36.93179636119354,27.16577480490524,22.54928948511982,4067, 315,  49,  39,8.815548035042482,4.832544572017472,94.59021081865744,6.43236526604086,0,0,1,1,1,1,0,0,1,1,1,1
11392113_M,159.78465029925277,27.659690843356728,250.5626315866328,20.407652381331005,-17.69566418995271,16.330406757057123,23.448304479516917,29.331645284717535,34.88173024393259,3499, 766, 161,  44,2.836230393052188,5.565664386391345,85.9560026364285,15.746882346602234,0,1,3,4,6,5,0,1,5,6,3,4
11392113_F,174.93461532580986,3.1193015356232197,174.7478900393056,31.268260144094867,-17.69566418995271,29.331645284717535,34.88173024393259,16.330406757057123,23.448304479516917,3565, 807,  87,  11,5.565664386391345,2.836230393052188,15.746882346602234,85.9560026364285,0,1,5,6,3,4,0,1,3,4,6,5
11372113_F,175.39764802349922,5.795777005238603,200.94467715287635,75.63672392629537,28.272700176224646,51.015151515151516,46.11738155902655,57.51672816728167,45.62685939525314,2933,1258, 186,  93,10.74791263967484,12.926738098019932,100.00166082179214,131.14264513777886,0,0,3,3,1,3,0,0,2,4,2,1
11372113_M,170.53829316343544,23.604019611723007,129.4831487872299,145.09418014408317,28.272700176224646,57.51672816728167,45.62685939525314,51.015151515151516,46.11738155902655,3009,1082, 326,  53,12.926738098019932,10.74791263967484,131.14264513777886,100.00166082179214,0,0,2,4,2,1,0,0,3,3,1,3
11232114_M,171.26296527589386,2.292849277346716,159.63681101155808,78.04190339343118,-2.3188878375083846,34.52953874119518,35.66491838041896,34.1943143812709,34.764350533386754,4231, 179,  14,  46,7.114103937355765,5.962013644277575,46.49877865037427,19.782049296951044,0,1,4,6,3,3,0,1,5,5,4,2
11232114_F,174.13010104964826,5.215652413465703,182.53222598161105,60.22647819808376,-2.3188878375083846,34.1943143812709,34.764350533386754,34.52953874119518,35.66491838041896,3081,1109, 227,  53,5.962013644277575,7.114103937355765,19.782049296951044,46.49877865037427,0,1,5,5,4,2,0,1,4,6,3,3
11212103_M,166.3679951221325,4.3956934552655085,150.03181363449175,9.48823087846692,2.487394557205789,18.792064903311847,13.176307371718394,70.69663069228744,47.74071773379121,4046, 247, 129,  48,3.2073507068282034,17.21153614252261,9.992263339098908,233.13815916169517,1,1,7,7,5,5,0,0,1,7,1,1
11212103_F,158.1160496631769,42.238293082175396,174.71479966806848,215.07211028003132,2.487394557205789,70.69663069228744,47.74071773379121,18.792064903311847,13.176307371718394,2408,1550, 386, 126,17.21153614252261,3.2073507068282034,233.13815916169517,9.992263339098908,0,0,1,7,1,1,1,1,7,7,5,5
11402108_F,173.78876457180615,4.829187213480151,175.84795720218568,24.345947818270645,-0.9916889380913858,39.325542384254085,29.228811135097825,34.52675585284281,29.700094363395092,3123,1188, 111,  48,7.023791713198382,6.041316400544471,39.87115362758006,29.078399520189993,0,0,2,4,1,1,0,1,6,5,6,4
11402108_M,175.32295459257443,3.2295825221103556,166.0212308598456,22.564237115190462,-0.9916889380913858,34.52675585284281,29.700094363395092,39.325542384254085,29.228811135097825,3881, 448,  98,  43,6.041316400544471,7.023791713198382,29.078399520189993,39.87115362758006,0,1,6,5,6,4,0,0,2,4,1,1
11232112_M,146.11219232070292,87.54537280640577,109.26268838820582,85.88492618183899,24.427216605211413,39.27441155907714,38.10246837287072,32.053559087767795,34.905172482046325,3583, 728, 122,  37,8.980859156815436,7.044308548141717,69.73123336456497,43.08685629926042,0,1,5,3,5,3,0,0,1,2,2,2
11232112_F,167.4858490385719,9.060279251611814,195.16805281767014,55.137826025777954,24.427216605211413,32.053559087767795,34.905172482046325,39.27441155907714,38.10246837287072,3444, 809, 181,  36,7.044308548141717,8.980859156815436,43.08685629926042,69.73123336456497,0,0,1,2,2,2,0,1,5,3,5,3
11252102_F,165.25768130655143,4.440400295159795,188.52456183814792,35.76291706766687,-14.087931363943312,25.422185061315496,21.690617972893715,28.60291175816848,27.324364271302713,3526, 763, 104,  77,4.44838509323437,4.879717780248856,53.212256572086645,71.50151931424489,0,0,1,1,1,1,0,0,2,3,1,1
11252102_M,175.76516660804796,11.863633227162348,215.07736755786905,18.41929771062122,-14.087931363943312,28.60291175816848,27.324364271302713,25.422185061315496,21.690617972893715,2835,1220, 331,  84,4.879717780248856,4.44838509323437,71.50151931424489,53.212256572086645,0,0,2,3,1,1,0,0,1,1,1,1
11252103_M,165.41702669075622,5.960603504241562,205.17465988150408,18.5122758424381,2.6215411799599337,27.10490523968785,29.25128851971284,65.68170950388523,49.29742345742055,4102, 337,  25,   6,4.670872252884822,22.161446106947302,65.7801661315716,562.2393246126704,0,1,4,3,4,4,0,1,6,7,4,1
11252103_F,157.98817925411234,383.0364488488867,110.73062433317827,241.2055014512121,2.6215411799599337,65.68170950388523,49.29742345742055,27.10490523968785,29.25128851971284,2678,1354, 344,  94,22.161446106947302,4.670872252884822,562.2393246126704,65.7801661315716,0,1,6,7,4,1,0,1,4,3,4,4
11372106_F,171.39877673709307,5.141737352177538,190.55778013569602,111.35242975573686,20.257972433087446,43.55835105126388,38.60651104215072,26.947730864755023,27.142837139273237,3129,1008, 260,  73,9.28317145204311,5.1235764442521345,46.558686457669374,41.48114708463995,0,1,4,5,2,2,0,1,4,4,5,2
11372106_M,160.53435751584854,26.44986327011453,131.42634066333127,55.41697984600021,20.257972433087446,26.947730864755023,27.142837139273237,43.55835105126388,38.60651104215072,3979, 313, 113,  65,5.1235764442521345,9.28317145204311,41.48114708463995,46.558686457669374,0,1,4,4,5,2,0,1,4,5,2,2
11242120_M,145.48093229600607,38.11318197424898,241.1321361133134,339.2329334304701,-15.86353201582159,33.879019009622155,36.10635442581301,0.9412633492388094,7.811239732672183,3668, 535, 218,  49,7.9033493658856955,2.362523162130477,156.3900941357692,236.83589672198104,0,1,5,5,4,5,0,0,2,2,2,2
11242120_F,118.37085510580515,35.69069537670773,299.8500759635603,238.75861131375456,-15.86353201582159,0.9412633492388094,7.811239732672183,33.879019009622155,36.10635442581301,4378,  54,  14,  24,2.362523162130477,7.9033493658856955,236.83589672198104,156.3900941357692,0,0,2,2,2,2,0,1,5,5,4,5
11232120_M,158.7198244955782,993.6790994923554,174.1682394704342,180.35769310282777,-9.301247446420234,36.99480048367594,36.185340576016046,34.07533622065193,31.90214641423382,4028, 360,  67,  15,10.510315084819139,6.758083688795102,114.75866536083818,38.387207098950874,0,0,3,5,2,2,0,0,2,2,2,2
11232120_F,174.2247867380911,1.9803820569839135,221.15001867890143,52.24257165486136,-9.301247446420234,34.07533622065193,31.90214641423382,36.99480048367594,36.185340576016046,3738, 484, 168,  80,6.758083688795102,10.510315084819139,38.387207098950874,114.75866536083818,0,0,2,2,2,2,0,0,3,5,2,2
11322120_F,178.86262769445725,0.7042108938740063,210.15045097457647,26.80795518213889,-4.236563141314207,34.4554909416238,32.0486662434524,42.00911546252532,32.50029650940338,3399, 775, 276,  20,5.962236769108651,7.596048896648782,20.075830211287958,36.94307339062916,0,1,5,4,7,3,0,1,5,5,5,5
11322120_M,174.7418143442553,13.985843829483713,157.40364165370994,24.266927483801293,-4.236563141314207,42.00911546252532,32.50029650940338,34.4554909416238,32.0486662434524,3860, 505,  60,  45,7.596048896648782,5.962236769108651,36.94307339062916,20.075830211287958,0,1,5,5,5,5,0,1,5,4,7,3
11392108_M,167.98380692002394,16.500232052918054,175.15591716344838,87.42468263120831,-11.191346999687482,38.825741399762755,34.442613943958385,28.545627376425855,24.712069009572772,4124, 224,  95,  27,9.823070907885478,5.077850714956204,82.10385260568513,21.170339495865473,0,1,6,5,7,6,0,0,2,4,1,1
11392108_F,178.53169888093947,0.802689853070972,194.38711348433284,16.363444562436374,-11.191346999687482,28.545627376425855,24.712069009572772,38.825741399762755,34.442613943958385,3747, 557, 142,  24,5.077850714956204,9.823070907885478,21.170339495865473,82.10385260568513,0,0,2,4,1,1,0,1,6,5,7,6
11312109_M,177.7284623271533,3.64840995549718,157.13769471932702,129.92489829559221,19.387534689369886,28.017327293318232,25.063518060928736,38.31621133438699,36.94983386470811,4232, 137,  55,  46,5.467037570538329,6.9872307615488145,94.89932422873716,19.4767013543884,0,0,1,2,1,1,0,0,1,3,1,1
11312109_F,174.41166837802712,0.984577296366047,212.34309700802643,39.39581970655288,19.387534689369886,38.31621133438699,36.94983386470811,28.017327293318232,25.063518060928736,3042,1098, 281,  49,6.9872307615488145,5.467037570538329,19.4767013543884,94.89932422873716,0,0,1,3,1,1,0,0,1,2,1,1
11382102_F,178.12203440018553,0.9176985511878147,236.75176695606226,54.494176515724504,-7.6834067224795035,32.321864211737626,30.36750020270912,34.32351633696377,28.185032544995746,3736, 483, 208,  43,6.7611681381188715,5.908865058682288,48.04521298944085,14.842498476546995,0,0,1,1,1,1,0,0,2,2,1,1
11382102_M,164.05924644264738,15.569425381640649,109.87717725231201,15.452585730676708,-7.6834067224795035,34.32351633696377,28.185032544995746,32.321864211737626,30.36750020270912,2936,1222, 274,  38,5.908865058682288,6.7611681381188715,14.842498476546995,48.04521298944085,0,0,2,2,1,1,0,0,1,1,1,1
11352118_F,162.94218731602993,7.51575232483269,185.1601016814302,37.73674532243264,15.40599803044256,36.40222222222222,35.304394401654534,42.81691599539701,37.34531612865239,3897, 396,  97,  80,8.36141901434701,9.211702370595374,50.45070364498173,61.75957062709298,0,1,5,7,2,3,0,0,1,1,1,1
11352118_M,175.93013288679626,10.621008641486691,130.4852009060782,73.37234450041097,15.40599803044256,42.81691599539701,37.34531612865239,36.40222222222222,35.304394401654534,4074, 268,  61,  67,9.211702370595374,8.36141901434701,61.75957062709298,50.45070364498173,0,0,1,1,1,1,0,1,5,7,2,3
11282102_M,171.4359250615571,72.12803334129325,162.0327060984367,614.3721544176298,25.402053213769022,47.62340786866685,41.91165818088838,35.669007803790414,30.4208309346886,3767, 586,  93,  24,20.993883883550673,6.185046002784471,776.2295443988645,48.67924821288883,0,0,1,2,1,1,0,1,4,4,1,1
11282102_F,177.99334810371627,1.5327908752944177,190.47221843918572,72.42733618846037,25.402053213769022,35.669007803790414,30.4208309346886,47.62340786866685,41.91165818088838,3529, 841,  70,  30,6.185046002784471,20.993883883550673,48.67924821288883,776.2295443988645,0,1,4,4,1,1,0,0,1,2,1,1
11382112_F,169.58706581319214,6.697091812104554,157.28068205721382,70.52371828428072,-6.2256035869077095,39.99360910992331,33.35266236710835,35.20073808991277,28.571795200914057,4136, 210,  67,  57,8.824577556019694,6.29914934361399,31.543721752438366,19.77910131277519,0,1,4,4,5,6,0,1,5,4,7,5
11382112_M,146.02371876086826,17.043061721649988,140.10157310244378,22.369214220600405,-6.2256035869077095,35.20073808991277,28.571795200914057,39.99360910992331,33.35266236710835,3850, 526,  78,  16,6.29914934361399,8.824577556019694,19.77910131277519,31.543721752438366,0,1,5,4,7,5,0,1,4,4,5,6
11322109_F,178.53390294899359,1.2724773237637517,158.36395064367414,27.792469861266582,-8.624522467445104,35.45265873906215,31.460682040767306,28.05278950877973,22.997541411602356,3435, 741, 206,  88,6.234200301015111,4.747533477727283,16.60600914078538,17.168570922071726,0,1,6,6,7,6,0,0,3,3,2,1
11322109_M,177.05700380621175,0.8795916877561483,214.8497236902264,15.61623023336336,-8.624522467445104,28.05278950877973,22.997541411602356,35.45265873906215,31.460682040767306,3670, 659, 106,  35,4.747533477727283,6.234200301015111,17.168570922071726,16.60600914078538,0,0,3,3,2,1,0,1,6,6,7,6
11362102_F,165.53604206571643,9.808333199009239,140.42811883592464,21.59677353676297,-6.649816538459504,37.07181571815718,31.2048921512927,34.969505178365935,30.242161142553663,3192,1022, 217,  39,6.76303608484496,7.359409746021581,19.977356286271228,22.88827001102548,0,0,1,1,1,1,0,0,3,3,1,1
11362102_M,165.88321183191107,3.887426808000129,216.9129405377376,37.636227271919125,-6.649816538459504,34.969505178365935,30.242161142553663,37.07181571815718,31.2048921512927,4021, 264, 137,  48,7.359409746021581,6.76303608484496,22.88827001102548,19.977356286271228,0,0,3,3,1,1,0,0,1,1,1,1
11242111_F,170.50913542050105,13.316302294472658,127.84582630004599,53.384697658477904,29.093499344106533,32.18178709824481,30.529674715707337,33.110713461094434,34.91074367236949,4123, 248,  77,  22,6.633782760055543,7.285072631337298,63.01979348079514,123.0613093605664,0,0,2,2,2,2,0,0,4,3,4,3
11242111_M,171.22352719436884,10.022612678197234,185.47055079998285,116.0281192843227,29.093499344106533,33.110713461094434,34.91074367236949,32.18178709824481,30.529674715707337,3861, 395, 153,  61,7.285072631337298,6.633782760055543,123.0613093605664,63.01979348079514,0,0,4,3,4,3,0,0,2,2,2,2
11282116_M,175.13482195061053,9.507963597776547,164.95429384222325,31.300943013467936,-0.5316246946588308,44.42120308227691,40.31977579924506,42.51422242947074,35.64937714786842,3602, 616, 192,  60,11.640091353793114,9.184457728666406,51.253636912098216,86.73888536786026,0,0,1,1,1,1,0,0,3,4,1,3
11282116_F,174.82568984803495,11.360458912157128,131.97781152426444,114.40393193239673,-0.5316246946588308,42.51422242947074,35.64937714786842,44.42120308227691,40.31977579924506,4141, 261,  26,  42,9.184457728666406,11.640091353793114,86.73888536786026,51.253636912098216,0,0,3,4,1,3,0,0,1,1,1,1
11232111_F,155.68564835456354,30.46036517642596,112.85784079610096,31.19443750859556,14.26514821381926,31.129655172413795,31.79042859817726,33.30367960511555,31.051612710623473,3919, 312, 194,  45,6.4537973548755625,5.917152364052039,58.26562055423513,25.950631971304073,0,0,1,1,1,1,0,0,1,5,1,2
11232111_M,163.96141356570865,4.415833418815876,143.77921932128285,29.416091362445624,14.26514821381926,33.30367960511555,31.051612710623473,31.129655172413795,31.79042859817726,3806, 466, 125,  73,5.917152364052039,6.4537973548755625,25.950631971304073,58.26562055423513,0,0,1,5,1,2,0,0,1,1,1,1
11282108_M,175.8403239031009,7.036102608752047,136.1123187400791,37.250020532445525,2.363939809942451,45.89142722562411,37.23987958050821,28.834518781951544,26.098270138235307,3687, 570, 138,  75,9.794655092619944,4.873720147784471,29.4611409490343,5.514392897416016,0,0,1,1,1,1,0,0,1,1,1,1
11282108_F,177.24536796587165,3.0329554709512974,177.9306010011309,4.547894043014575,2.363939809942451,28.834518781951544,26.098270138235307,45.89142722562411,37.23987958050821,3456, 754, 188,  72,4.873720147784471,9.794655092619944,5.514392897416016,29.4611409490343,0,0,1,1,1,1,0,0,1,1,1,1
11362119_F,176.40995704842354,6.254167530099732,184.89876230987676,101.65436294236729,-2.0439394505135056,45.28612303290415,39.93649928685075,40.14742553682752,35.270968826062244,3442, 747, 252,  29,10.170299559537693,8.139091487362993,134.2938544118933,102.63417078583959,0,0,4,5,1,1,0,0,1,3,1,1
11362119_M,173.13946818643424,5.5691334884368935,214.73542451042152,106.09746032905589,-2.0439394505135056,40.14742553682752,35.270968826062244,45.28612303290415,39.93649928685075,3556, 629, 202,  83,8.139091487362993,10.170299559537693,102.63417078583959,134.2938544118933,0,0,1,3,1,1,0,0,4,5,1,1
11352113_M,160.50857699734271,2.510432781809736,177.37927768573323,9.62518102087577,4.7411768407948784,31.236076940281816,25.923327629918223,52.20676518125144,43.17479786379534,4138, 257,  45,  30,5.473975917455365,10.073922754422847,9.41691624666019,40.496037441593394,0,0,1,3,1,1,0,0,5,5,2,2
11352113_F,161.78197331756985,9.889328043021003,154.66064744670877,56.99746469819329,4.7411768407948784,52.20676518125144,43.17479786379534,31.236076940281816,25.923327629918223,3165, 949, 250, 106,10.073922754422847,5.473975917455365,40.496037441593394,9.41691624666019,0,0,5,5,2,2,0,0,1,3,1,1
11372116_M,155.42079197304304,35.924834283751466,129.5884114450858,36.67028580582174,4.346395555528545,27.93609691042454,22.95974994046502,48.168923821039904,40.471698074492636,3491, 723, 215,  41,4.765073883933262,12.484867744761825,106.34116372337485,196.27833601918212,0,1,4,5,5,4,0,0,1,3,1,1
11372116_F,164.03740967828475,46.15222481719261,134.57773388444335,208.0002091946125,4.346395555528545,48.168923821039904,40.471698074492636,27.93609691042454,22.95974994046502,3880, 435, 110,  45,12.484867744761825,4.765073883933262,196.27833601918212,106.34116372337485,0,0,1,3,1,1,0,1,4,5,5,4
11312120_F,176.11248537045,8.331043241912278,154.33432577805866,38.82921996538787,-5.9944475280547636,46.33238051680768,37.714248505607856,31.995281933256617,27.56327234460448,3615, 675, 157,  23,8.957227257624627,6.6759154094332365,44.79449749434514,34.978053992908265,0,1,4,5,2,2,0,1,5,5,4,3
11312120_M,175.301172266793,7.758843559022704,195.52867620450508,30.23678171381021,-5.9944475280547636,31.995281933256617,27.56327234460448,46.33238051680768,37.714248505607856,3955, 253, 185,  77,6.6759154094332365,8.957227257624627,34.978053992908265,44.79449749434514,0,1,5,5,4,3,0,1,4,5,2,2
11262103_M,171.13660674734865,0.846765691988748,168.70398591484096,4.16513644514151,-46.274498068106254,26.69182040453434,22.4657970703561,62.437902097902096,50.12923219115101,1926,2165, 330,  49,4.664432783444703,20.035664874946317,5.521331286179199,393.26811258608876,0,1,5,5,5,3,0,1,4,7,1,1
11262103_F,172.1045940503668,30.42269258819945,140.33604185291352,433.1353570573074,-46.274498068106254,62.437902097902096,50.12923219115101,26.69182040453434,22.4657970703561,3647, 676, 123,  24,20.035664874946317,4.664432783444703,393.26811258608876,5.521331286179199,0,1,4,7,1,1,0,1,5,5,5,3
11312119_M,175.18475408506666,6.189199727015257,200.6343331790391,34.894349802336905,1.8170532600890965,31.527957951241333,29.633878288148523,44.700786434013274,41.2420548958618,3420, 827, 155,  68,5.500339752353058,11.512722786290496,40.946224778391745,256.5037896203731,0,0,3,6,1,2,0,0,4,5,2,1
11312119_F,172.66505267504124,16.44179588430094,263.1114139642953,148.09050837590345,1.8170532600890965,44.700786434013274,41.2420548958618,31.527957951241333,29.633878288148523,3770, 540, 131,  29,11.512722786290496,5.500339752353058,256.5037896203731,40.946224778391745,0,0,4,5,2,1,0,0,3,6,1,2
11392111_F,169.3344992682003,10.060202439470878,144.52391995369652,131.1365612175156,32.80335743153421,43.479681366889864,39.633707925983906,63.03131255361738,49.24267993710202,3653, 651, 121,  45,9.024522349304352,19.79501390564905,113.81880278888777,452.89589794458004,0,0,2,3,1,2,0,1,4,4,6,5
11392111_M,155.38885575935817,178.4379775882706,197.22769012467617,778.0249147513821,32.80335743153421,63.03131255361738,49.24267993710202,43.479681366889864,39.633707925983906,3966, 447,  42,  15,19.79501390564905,9.024522349304352,452.89589794458004,113.81880278888777,0,1,4,4,6,5,0,0,2,3,1,2
11312108_F,163.66801110640452,16.240037662352137,170.92551912719233,32.62024443313774,-6.237730237550238,43.791402714932126,35.76753334972645,24.55016722408027,20.14436034217082,4182, 249,  17,  22,8.1004774957854,4.327278433697924,33.73203557540157,41.31852772155763,0,0,3,3,1,1,0,1,3,2,6,4
11312108_M,159.19984920192346,4.585538093366692,201.49447788015397,42.215383804153966,-6.237730237550238,24.55016722408027,20.14436034217082,43.791402714932126,35.76753334972645,4262, 149,  40,  19,4.327278433697924,8.1004774957854,41.31852772155763,33.73203557540157,0,1,3,2,6,4,0,0,3,3,1,1
11342102_M,179.4940141084785,0.056032680844223,323.7149268603928,420.7527944372343,-37.70438422158719,22.676023261015434,15.243556629579869,35.333370610601655,31.179564723420352,4409,  31,   7,  23,4.360174122030698,6.2459545529850224,286.5360326556484,32.11290774076303,0,1,6,6,2,2,0,0,1,1,1,1
11342102_F,177.85615771400228,0.392762244899243,218.7596417603082,74.97247023494543,-37.70438422158719,35.333370610601655,31.179564723420352,22.676023261015434,15.243556629579869,4031, 368,  47,  24,6.2459545529850224,4.360174122030698,32.11290774076303,286.5360326556484,0,0,1,1,1,1,0,1,6,6,2,2
11242103_F,176.16744494905691,11.348558044260077,175.3967731802911,114.24195794151252,1.5975098197807256,64.57219662058371,47.87667005145429,37.475175644028106,35.12023299302514,3218,1076, 133,  43,16.657239532996247,9.184295927594226,163.8669270053702,224.9764935317859,0,1,5,6,3,1,0,1,6,5,5,6
11242103_M,144.0366010955556,143.94540035603708,162.13643238669655,146.43062624751406,1.5975098197807256,37.475175644028106,35.12023299302514,64.57219662058371,47.87667005145429,4039, 294, 112,  25,9.184295927594226,16.657239532996247,224.9764935317859,163.8669270053702,0,1,6,5,5,6,0,1,5,6,3,1
11262109_M,178.3582033417368,3.3177387186197334,277.7724260965625,108.11930042971285,6.7446412880649405,18.979855953184785,25.907386026203767,65.8255404725993,46.39088796245112,4035, 283, 100,  52,3.7248196457351077,15.436433530071044,164.16571902198132,316.5539183715147,1,1,6,7,2,2,1,1,6,5,1,1
11262109_F,178.17537086386952,2.6720820545059665,241.5648841581857,398.96674164232314,6.7446412880649405,65.8255404725993,46.39088796245112,18.979855953184785,25.907386026203767,3319, 950, 134,  67,15.436433530071044,3.7248196457351077,316.5539183715147,164.16571902198132,1,1,6,5,1,1,1,1,6,7,2,2
11382116_M,174.69547107527174,12.300276748588727,175.9630417457957,153.3546062340337,-47.72863345644373,48.42147474263826,41.05170613873467,40.6486134155013,35.589871749913264,4080, 331,  33,  26,11.128976100333631,9.465491678476175,375.7257688277171,81.06419044276792,0,0,2,2,3,3,0,1,4,4,1,3
11382116_F,164.99833639705594,6.999484425220506,212.80952357008223,87.63334454127121,-47.72863345644373,40.6486134155013,35.589871749913264,48.42147474263826,41.05170613873467,3812, 426, 173,  59,9.465491678476175,11.128976100333631,81.06419044276792,375.7257688277171,0,1,4,4,1,3,0,0,2,2,3,3
11242102_F,177.19930033220928,0.9009548276098794,212.74204080886523,37.730739145781016,5.514122155606003,32.58879445314248,27.080683099537502,29.640635719185912,27.868465791197707,3370, 919, 143,  38,5.747054451120907,6.2519070555364245,18.055466803916367,54.91995226048916,0,1,4,4,1,1,0,1,4,5,3,3
11242102_M,174.02837986012236,10.339259145034806,167.72584055320456,24.46241072100306,5.514122155606003,29.640635719185912,27.868465791197707,32.58879445314248,27.080683099537502,4221, 191,  34,  24,6.2519070555364245,5.747054451120907,54.91995226048916,18.055466803916367,0,1,4,5,3,3,0,1,4,4,1,1
11362108_M,179.0845562720181,0.6690789314030445,199.6722118879777,142.83446642919756,31.545755508632567,23.336437065290554,33.19827018175025,1.6649255390086686,8.471329276116654,3947, 403,  93,  27,4.219709504864079,0.19742555614093116,119.39026896100985,0.1444893643759426,0,1,7,5,7,3,0,1,4,5,2,1
11362108_F,177.74782015392705,0.4660043425368525,220.93837015759496,0.6432587722248004,31.545755508632567,1.6649255390086686,8.471329276116654,23.336437065290554,33.19827018175025,4431,   8,   9,  22,0.19742555614093116,4.219709504864079,0.1444893643759426,119.39026896100985,0,1,4,5,2,1,0,1,7,5,7,3
11402118_M,170.2879657844893,15.402413563720954,146.43621267018307,33.52895214625674,-10.05968110173933,27.933444816053512,31.1311441246552,40.476242958608864,41.450940037228,3307, 872, 225,  66,4.867213341976929,11.39757543398266,37.22144075751607,90.77927404815078,0,1,4,4,2,1,0,1,5,7,2,5
11402118_F,175.84007059832618,15.900044506356487,145.33294632944248,101.68137787006364,-10.05968110173933,40.476242958608864,41.450940037228,27.933444816053512,31.1311441246552,3817, 503,  86,  64,11.39757543398266,4.867213341976929,90.77927404815078,37.22144075751607,0,1,5,7,2,5,0,1,4,4,2,1
11342120_M,156.5611567731434,58.473217461974286,148.62978187181827,73.71127406905282,-6.146605648655225,41.79714964370546,36.9320595520251,34.926039536468984,33.2636701362906,3679, 619, 131,  41,9.85431342488418,6.740217363625596,124.64112818419576,22.702403340156216,0,0,3,3,4,2,0,1,6,6,6,6
11342120_F,174.07942602393706,0.8947720471887141,214.03634121674972,37.957971880406255,-6.146605648655225,34.926039536468984,33.2636701362906,41.79714964370546,36.9320595520251,3804, 526,  92,  48,6.740217363625596,9.85431342488418,22.702403340156216,124.64112818419576,0,1,6,6,6,6,0,0,3,3,4,2
11312118_M,176.03381499340546,14.155856427698552,168.98421029818232,94.6433365663571,8.10670957745981,36.02556619192155,37.396968587237424,43.786081871345026,36.808679124865016,3901, 416, 103,  50,7.901063838862663,9.486312663796783,91.21930046295567,38.73769788686292,0,0,2,1,2,1,0,0,3,5,2,3
11312118_F,177.63712853974206,3.3920270002293478,198.16223782603745,50.48083311031006,8.10670957745981,43.786081871345026,36.808679124865016,36.02556619192155,37.396968587237424,4187, 214,  35,  34,9.486312663796783,7.901063838862663,38.73769788686292,91.21930046295567,0,0,3,5,2,3,0,0,2,1,2,1
11372112_M,103.28260984814142,397.698935291485,130.9564127755023,329.0979529722548,-25.27562075996559,42.56035087719298,40.14815961342091,43.042648067688084,36.33832213579698,3746, 589, 119,  16,9.506926511933798,8.70669862392169,195.4601097648266,32.2762507462798,0,1,3,3,7,2,0,0,3,3,3,2
11372112_F,169.08886397838816,10.271839758386838,240.60576805527342,60.81437853198612,-25.27562075996559,43.042648067688084,36.33832213579698,42.56035087719298,40.14815961342091,2985,1201, 229,  55,8.70669862392169,9.506926511933798,32.2762507462798,195.4601097648266,0,0,3,3,3,2,0,1,3,3,7,2
11212113_M,175.28781056519313,6.163272174042434,116.47084659128234,16.748560976640587,1.4557566092563547,21.219766659187794,23.53896320035678,32.78628942071125,26.899664251144657,4220, 135,  56,  59,3.873674528535259,5.691051570235839,20.93534927417154,17.182398702350625,0,1,5,6,3,4,0,0,3,4,1,1
